id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,summary
251,2011,Kolkata,2011-04-17,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,L Balaji,Eden Gardens,Aleem Dar,RB Tiffin,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to field. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. L Balaji took home the man of the match. 
252,2011,Kochi,2011-04-18,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,0,7,BB McCullum,Nehru Stadium,K Hariharan,AL Hill,,the match was played in the city of Kochi. the venue for this match was Nehru Stadium. the toss was won by Kochi Tuskers Kerala and they chose to field. the match was won by Kochi Tuskers Kerala. the team won with 7 wickets to spare. BB McCullum took home the man of the match. 
253,2011,Delhi,2011-04-19,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,16,0,S Sohal,Feroz Shah Kotla,PR Reiffel,RJ Tucker,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. Deccan Chargers decided to bat after winning the toss. Deccan Chargers emerged victorious. the team won by 16 runs. S Sohal took home the man of the match. 
254,2011,Mumbai,2011-04-20,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,7,MM Patel,Wankhede Stadium,Asad Rauf,AM Saheba,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. the toss was won by Pune Warriors and they chose to bat. the match was won by Mumbai Indians. the team won with 7 wickets to spare. the man of the match was MM Patel. 
255,2011,Kolkata,2011-04-20,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,6,0,DPMD Jayawardene,Eden Gardens,Aleem Dar,RB Tiffin,,the match was played in the city of Kolkata. the venue for this match was Eden Gardens. Kolkata Knight Riders decided to field after winning the toss. Kochi Tuskers Kerala emerged victorious. the team won by 6 runs. the man of the match was DPMD Jayawardene. 
256,2011,Chandigarh,2011-04-21,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,48,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",S Asnani,PR Reiffel,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. Rajasthan Royals decided to field after winning the toss. the match was won by Kings XI Punjab. the team won by 48 runs. SE Marsh took home the man of the match. "
257,2011,Mumbai,2011-04-22,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,8,0,Harbhajan Singh,Wankhede Stadium,Asad Rauf,AM Saheba,,the city of Mumbai was the host for match. the venue for this match was Wankhede Stadium. Chennai Super Kings decided to field after winning the toss. the match was won by Mumbai Indians. the team won by 8 runs. Harbhajan Singh took home the man of the match. 
258,2011,Kolkata,2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,Eden Gardens,SS Hazare,RB Tiffin,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. Royal Challengers Bangalore decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 9 wickets to spare. the man of the match was CH Gayle. 
259,2011,Delhi,2011-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Delhi Daredevils,29,0,DA Warner,Feroz Shah Kotla,S Asnani,RE Koertzen,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. Kings XI Punjab decided to field after winning the toss. the match was won by Delhi Daredevils. the team won by 29 runs. DA Warner took home the man of the match. 
260,2011,Hyderabad,2011-04-24,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,37,0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,AL Hill,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Deccan Chargers decided to field after winning the toss. Mumbai Indians emerged victorious. the team won by 37 runs. the man of the match was SL Malinga. "
261,2011,Jaipur,2011-04-24,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SK Warne,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,,the match was played in the city of Jaipur. the venue for this match was Sawai Mansingh Stadium. Rajasthan Royals decided to field after winning the toss. Rajasthan Royals emerged victorious. the team won with 8 wickets to spare. the man of the match was SK Warne. 
262,2011,Chennai,2011-04-25,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,25,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. Pune Warriors decided to field after winning the toss. the match was won by Chennai Super Kings. the team won by 25 runs. MEK Hussey took home the man of the match. "
263,2011,Delhi,2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,V Kohli,Feroz Shah Kotla,S Asnani,RJ Tucker,,the city of Delhi was the host for match. the venue for this match was Feroz Shah Kotla. Royal Challengers Bangalore decided to field after winning the toss. the match was won by Royal Challengers Bangalore. the team won with 3 wickets to spare. the man of the match was V Kohli. 
264,2011,Mumbai,2011-04-27,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Chennai Super Kings,0,8,DE Bollinger,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,the city of Mumbai was the host for match. the match took place inside Dr DY Patil Sports Academy. the toss was won by Pune Warriors and they chose to bat. the match was won by Chennai Super Kings. the team won with 8 wickets to spare. the man of the match was DE Bollinger. 
265,2011,Kochi,2011-04-27,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,55,0,I Sharma,Nehru Stadium,HDPK Dharmasena,AL Hill,,the city of Kochi was the host for match. the match took place inside Nehru Stadium. Kochi Tuskers Kerala decided to field after winning the toss. the match was won by Deccan Chargers. the team won by 55 runs. I Sharma took home the man of the match. 
266,2011,Delhi,2011-04-28,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,17,0,MK Tiwary,Feroz Shah Kotla,PR Reiffel,RJ Tucker,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. the toss was won by Delhi Daredevils and they chose to field. Kolkata Knight Riders emerged victorious. the team won by 17 runs. the man of the match was MK Tiwary. 
267,2011,Jaipur,2011-04-29,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore,,the city of Jaipur was the host for match. the match took place inside Sawai Mansingh Stadium. Rajasthan Royals decided to field after winning the toss. the match was won by Rajasthan Royals. the team won with 7 wickets to spare. the man of the match was J Botha. 
268,2011,Bangalore,2011-04-29,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,26,0,V Kohli,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. Pune Warriors decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won by 26 runs. V Kohli took home the man of the match. 
269,2011,Kochi,2011-04-30,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,normal,0,Delhi Daredevils,38,0,V Sehwag,Nehru Stadium,HDPK Dharmasena,AL Hill,,the city of Kochi was the host for match. the match took place inside Nehru Stadium. the toss was won by Delhi Daredevils and they chose to bat. Delhi Daredevils emerged victorious. the team won by 38 runs. the man of the match was V Sehwag. 
270,2011,Kolkata,2011-04-30,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,Iqbal Abdulla,Eden Gardens,AM Saheba,SL Shastri,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. Kolkata Knight Riders decided to field after winning the toss. Kolkata Knight Riders emerged victorious. the team won with 8 wickets to spare. the man of the match was Iqbal Abdulla. 
271,2011,Jaipur,2011-05-01,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,LRPL Taylor,Sawai Mansingh Stadium,SK Tarapore,SJA Taufel,,the city of Jaipur was the host for match. the venue for this match was Sawai Mansingh Stadium. the toss was won by Rajasthan Royals and they chose to field. Rajasthan Royals emerged victorious. the team won with 6 wickets to spare. LRPL Taylor took home the man of the match. 
272,2011,Chennai,2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,19,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to bat. Chennai Super Kings emerged victorious. the team won by 19 runs. the man of the match was JA Morkel. "
273,2011,Mumbai,2011-05-02,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,23,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,PR Reiffel,,the city of Mumbai was the host for match. the match took place inside Wankhede Stadium. the toss was won by Kings XI Punjab and they chose to field. the match was won by Mumbai Indians. the team won by 23 runs. KA Pollard took home the man of the match. 
274,2011,Delhi,2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,7,P Parameswaran,Feroz Shah Kotla,Asad Rauf,SL Shastri,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. Kochi Tuskers Kerala decided to field after winning the toss. the match was won by Kochi Tuskers Kerala. the team won with 7 wickets to spare. P Parameswaran took home the man of the match. 
275,2011,Hyderabad,2011-05-03,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Asnani,RJ Tucker,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Deccan Chargers decided to field after winning the toss. Kolkata Knight Riders emerged victorious. the team won by 20 runs. YK Pathan took home the man of the match. "
276,2011,Chennai,2011-05-04,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk",SS Hazare,RB Tiffin,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. Rajasthan Royals decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won with 8 wickets to spare. MEK Hussey took home the man of the match. "
277,2011,Mumbai,2011-05-04,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Mumbai Indians,21,0,R Sharma,Dr DY Patil Sports Academy,HDPK Dharmasena,SJA Taufel,,the match was played in the city of Mumbai. the venue for this match was Dr DY Patil Sports Academy. Pune Warriors decided to field after winning the toss. the match was won by Mumbai Indians. the team won by 21 runs. R Sharma took home the man of the match. 
278,2011,Kochi,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17,0,BJ Hodge,Nehru Stadium,S Ravi,RJ Tucker,,the match was played in the city of Kochi. the venue for this match was Nehru Stadium. Kolkata Knight Riders decided to field after winning the toss. Kochi Tuskers Kerala emerged victorious. the team won by 17 runs. the man of the match was BJ Hodge. 
279,2011,Hyderabad,2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. the toss was won by Delhi Daredevils and they chose to field. the match was won by Delhi Daredevils. the team won with 4 wickets to spare. V Sehwag took home the man of the match. "
280,2011,Bangalore,2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin,,the city of Bangalore was the host for match. the match took place inside M Chinnaswamy Stadium. Kings XI Punjab decided to field after winning the toss. Royal Challengers Bangalore emerged victorious. the team won by 85 runs. the man of the match was CH Gayle. 
281,2011,Kolkata,2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,10,0,Iqbal Abdulla,Eden Gardens,Asad Rauf,PR Reiffel,,the match was played in the city of Kolkata. the match took place inside Eden Gardens. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Kolkata Knight Riders. the team won by 10 runs. Iqbal Abdulla took home the man of the match. 
282,2011,Mumbai,2011-05-07,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,32,0,AT Rayudu,Wankhede Stadium,K Hariharan,SJA Taufel,,the city of Mumbai was the host for match. the venue for this match was Wankhede Stadium. the toss was won by Delhi Daredevils and they chose to field. the match was won by Mumbai Indians. the team won by 32 runs. AT Rayudu took home the man of the match. 
283,2011,Bangalore,2011-05-08,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,,the city of Bangalore was the host for match. the match took place inside M Chinnaswamy Stadium. Kochi Tuskers Kerala decided to bat after winning the toss. the match was won by Royal Challengers Bangalore. the team won with 9 wickets to spare. the man of the match was CH Gayle. 
284,2011,Chandigarh,2011-05-08,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. Kings XI Punjab decided to bat after winning the toss. Pune Warriors emerged victorious. the team won with 5 wickets to spare. R Sharma took home the man of the match. "
285,2011,Jaipur,2011-05-09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,63,0,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel,,the match was played in the city of Jaipur. the match took place inside Sawai Mansingh Stadium. the toss was won by Rajasthan Royals and they chose to field. the match was won by Chennai Super Kings. the team won by 63 runs. M Vijay took home the man of the match. 
